Date,tempHigh,tempAvg,tempLow,humidityHigh,humidityAvg,humidityLow,SLPhigh,SLPavg,SLPlow,visibilityHigh,visibilityAvg,visibilityLow,windHigh,windAvg,sum,Event
02-05-2017,11,8,6,89,73,56,1018,1007,1000,16,15,2,40,24,2.54,Rain
03-05-2017,13,8,3,89,56,24,1023,1021,1019,16,16,16,21,12,0,
04-05-2017,11,9,8,80,66,50,1019,1015,1012,16,16,16,45,23,T,
05-05-2017,14,11,6,86,67,32,1011,1010,1008,16,16,16,52,27,T,
06-05-2017,14,11,7,90,54,20,1014,1010,1007,16,16,13,42,23,1.78,Rain
07-05-2017,14,9,3,62,44,19,1019,1017,1014,16,16,16,35,14,0,
08-05-2017,13,8,4,73,46,18,1023,1020,1017,16,16,16,29,13,0.25,Rain
09-05-2017,16,11,6,86,66,43,1016,1015,1013,16,16,10,19,11,8.13,Rain
10-05-2017,18,14,10,100,73,40,1016,1013,1010,16,12,2,47,14,20.83,"Rain , Thunderstorm"
11-05-2017,17,13,9,97,75,47,1016,1014,1011,16,12,3,27,15,0,
12-05-2017,22,15,8,80,54,29,1015,1014,1013,16,16,14,29,11,0,
13-05-2017,27,18,9,80,50,23,1014,1011,1008,16,16,16,34,12,0,
14-05-2017,22,17,12,75,53,34,1015,1012,1010,16,16,16,34,13,0,
15-05-2017,29,20,11,72,51,28,1015,1013,1009,16,16,16,26,11,0,Thunderstorm
16-05-2017,32,26,19,76,53,23,1013,1008,1004,16,16,16,48,23,0,
17-05-2017,30,24,18,70,52,27,1006,1004,1001,16,16,10,56,32,11.94,
18-05-2017,27,18,10,84,63,40,1018,1008,1002,16,15,2,53,29,0.25,"Rain , Thunderstorm"
19-05-2017,10,8,7,96,80,52,1022,1020,1016,16,14,5,47,28,6.35,Rain
20-05-2017,20,15,10,97,85,66,1021,1016,1012,16,14,2,37,15,8.38,"Rain , Thunderstorm"
21-05-2017,19,15,11,97,76,47,1017,1013,1010,16,14,4,35,22,1.78,Rain
22-05-2017,24,17,9,83,59,21,1017,1015,1012,16,16,16,37,22,0.25,Rain
23-05-2017,18,16,14,93,83,65,1011,1008,1005,16,14,4,29,11,9.14,"Rain , Thunderstorm"
24-05-2017,16,14,11,96,87,71,1004,1001,1000,16,13,3,32,21,8.89,Rain
25-05-2017,21,17,12,89,76,51,1008,1003,1000,16,16,13,27,15,0,
26-05-2017,22,17,11,93,80,56,1011,1010,1008,16,15,6,26,13,6.6,"Rain , Thunderstorm"
27-05-2017,24,19,13,93,73,47,1013,1011,1009,16,16,14,21,10,0,
28-05-2017,25,20,15,87,65,40,1009,1007,1006,16,16,14,29,11,0.25,"Rain , Thunderstorm"
29-05-2017,26,21,16,70,44,17,1011,1009,1007,16,16,16,48,19,0,
30-05-2017,23,18,13,72,49,18,1014,1013,1012,16,16,16,37,18,T,Rain
31-05-2017,23,18,12,72,46,23,1016,1015,1013,16,16,16,34,16,0,
01-06-2017,26,19,13,64,40,18,1019,1017,1016,16,16,16,26,9,0,
02-06-2017,29,22,14,57,33,12,1019,1017,1015,16,16,16,24,10,0,
03-06-2017,30,24,17,56,42,26,1017,1014,1011,16,16,16,29,11,0,
04-06-2017,33,27,21,68,51,29,1011,1008,1005,16,16,16,34,14,0,
05-06-2017,26,21,15,81,62,45,1014,1010,1006,16,16,14,39,20,0,
06-06-2017,24,18,13,77,50,23,1018,1016,1014,16,16,16,35,22,0,
07-06-2017,24,19,14,72,46,18,1020,1019,1017,16,16,16,32,17,0,
08-06-2017,28,21,14,72,40,17,1017,1014,1009,16,16,16,24,7,1.27,
09-06-2017,32,26,19,73,52,31,1009,1008,1007,16,16,16,27,18,0.51,Rain
10-06-2017,33,27,20,73,43,15,1011,1009,1007,16,16,14,48,28,0,
11-06-2017,34,28,22,61,44,20,1013,1012,1010,16,16,16,45,24,0,
12-06-2017,35,29,23,64,48,27,1014,1012,1010,16,16,16,37,20,0,
13-06-2017,32,27,22,76,63,41,1014,1013,1012,16,16,14,32,12,1.27,"Rain , Thunderstorm"
14-06-2017,32,26,20,93,75,50,1013,1011,1008,16,13,1,50,15,26.67,"Fog , Rain , Thunderstorm"
15-06-2017,33,27,21,90,63,28,1011,1009,1008,16,16,16,35,14,T,Thunderstorm
16-06-2017,30,25,19,87,61,36,1011,1008,1004,16,16,16,40,17,2.03,Rain
17-06-2017,31,27,23,87,70,46,1005,1002,1001,16,16,14,35,14,0.76,"Rain , Thunderstorm"
18-06-2017,27,24,21,93,65,38,1007,1003,999,16,16,16,39,23,0,
19-06-2017,26,21,16,80,62,45,1013,1010,1007,16,16,16,52,14,5.84,"Rain , Thunderstorm"
20-06-2017,27,21,15,87,67,34,1014,1013,1012,16,16,16,45,15,0.25,"Rain , Thunderstorm"
21-06-2017,26,20,14,90,63,39,1015,1013,1011,16,16,16,26,11,0,
22-06-2017,32,27,23,79,66,55,1011,1008,1005,16,16,14,40,22,0.51,"Rain , Thunderstorm"
23-06-2017,28,24,19,94,68,19,1010,1005,1002,16,14,1,40,19,15.24,"Rain , Thunderstorm"
24-06-2017,24,21,17,78,53,22,1017,1014,1010,16,16,16,40,19,T,
25-06-2017,23,18,13,75,53,31,1019,1019,1017,16,16,16,35,21,0,
26-06-2017,23,18,13,80,51,20,1020,1018,1016,16,16,16,40,19,0,
27-06-2017,25,19,12,75,48,25,1020,1018,1016,16,16,16,24,11,0,
28-06-2017,28,23,17,79,57,39,1017,1012,1007,16,16,13,42,22,6.1,"Rain , Thunderstorm"
29-06-2017,28,24,20,93,74,49,1010,1009,1006,16,15,6,37,18,5.33,"Rain , Thunderstorm"
30-06-2017,28,24,19,97,78,62,1010,1009,1008,16,14,6,26,11,0.25,"Rain , Thunderstorm"
01-07-2017,28,24,20,84,56,25,1015,1012,1009,16,16,16,35,17,0,
02-07-2017,32,24,17,81,57,31,1017,1015,1014,16,16,16,34,14,T,"Rain , Thunderstorm"
03-07-2017,28,24,21,84,67,49,1017,1016,1015,16,16,16,26,14,0.25,
04-07-2017,29,24,20,81,67,53,1018,1017,1016,16,15,8,23,13,0,
05-07-2017,31,26,22,78,53,32,1019,1017,1016,16,15,8,26,12,0,
06-07-2017,33,28,22,78,55,33,1015,1013,1011,16,16,14,27,11,0,"Rain , Thunderstorm"
07-07-2017,31,26,19,82,64,47,1013,1010,1009,16,16,16,34,16,T,Thunderstorm
08-07-2017,26,22,18,81,54,31,1017,1016,1012,16,16,16,26,13,0,
09-07-2017,31,23,16,71,47,28,1017,1015,1011,16,16,16,27,15,0,
10-07-2017,29,25,20,96,77,60,1012,1009,1007,16,15,8,42,14,9.91,"Rain , Thunderstorm"
11-07-2017,30,26,22,93,76,61,1012,1010,1009,16,15,6,32,10,0.51,"Rain , Thunderstorm"
12-07-2017,27,24,21,93,82,67,1016,1012,1010,16,14,1,39,15,18.54,"Rain , Thunderstorm"
13-07-2017,29,26,23,91,71,43,1016,1014,1011,16,16,16,34,16,0,"Rain , Thunderstorm"
14-07-2017,24,21,18,87,71,45,1020,1019,1016,16,16,11,32,13,0,
15-07-2017,28,22,16,87,65,40,1021,1019,1015,16,16,16,24,11,0,
16-07-2017,27,23,18,78,68,36,1017,1015,1011,16,16,16,52,20,T,Rain
17-07-2017,26,21,14,93,68,34,1017,1016,1016,16,16,16,23,11,0,
18-07-2017,32,25,17,93,55,26,1018,1017,1015,16,15,11,23,7,0,
19-07-2017,32,27,22,87,69,52,1020,1017,1016,16,15,2,53,11,5.08,"Rain , Thunderstorm"
20-07-2017,32,27,21,96,83,57,1020,1015,1013,16,12,1,37,15,27.69,"Fog , Rain , Thunderstorm"
21-07-2017,32,27,23,97,76,42,1015,1013,1010,16,13,1,47,12,30.73,"Fog , Rain , Thunderstorm"
22-07-2017,31,27,22,93,79,50,1011,1009,1004,16,13,3,35,13,12.19,"Rain , Thunderstorm"
23-07-2017,33,27,22,87,68,33,1010,1008,1007,16,16,14,42,11,0.76,"Rain , Thunderstorm"
24-07-2017,24,22,20,81,68,49,1019,1016,1011,16,16,16,32,18,0,
25-07-2017,28,23,19,87,57,29,1022,1021,1019,16,16,16,29,14,0,
26-07-2017,29,25,20,81,67,52,1019,1016,1013,16,16,6,21,12,1.78,Rain
27-07-2017,28,25,22,97,77,56,1013,1012,1011,16,12,3,35,18,T,Rain
28-07-2017,26,24,21,87,66,44,1016,1014,1012,16,16,16,35,23,0,
29-07-2017,26,22,18,76,52,33,1020,1019,1016,16,16,16,34,19,0,
30-07-2017,29,23,18,87,61,33,1022,1021,1020,16,16,16,21,7,0,
31-07-2017,30,25,20,76,56,34,1022,1021,1019,16,16,16,23,6,0,
01-08-2017,30,26,22,76,60,41,1019,1017,1015,16,16,16,29,9,T,"Rain , Thunderstorm"
02-08-2017,31,26,20,90,69,38,1017,1015,1014,16,15,11,26,11,T,"Rain , Thunderstorm"
03-08-2017,30,24,17,93,76,49,1016,1012,1008,16,14,2,47,16,16.51,"Rain , Thunderstorm"
04-08-2017,20,17,13,87,72,54,1015,1012,1009,16,16,16,39,22,0.25,
05-08-2017,26,21,15,83,61,36,1017,1016,1015,16,16,16,27,12,0,
06-08-2017,25,22,19,76,59,36,1016,1016,1015,16,16,16,26,10,0,
07-08-2017,25,21,16,87,63,38,1020,1017,1015,16,16,16,29,13,T,Rain
08-08-2017,29,22,15,72,50,30,1022,1021,1020,16,16,16,21,8,0,
09-08-2017,28,23,18,78,53,28,1022,1021,1019,16,16,16,23,7,0,
10-08-2017,29,24,18,73,57,38,1019,1016,1014,16,16,16,32,15,0,
11-08-2017,27,23,19,84,63,40,1015,1014,1013,16,16,16,27,16,0,
12-08-2017,24,21,16,87,65,38,1018,1017,1015,16,16,16,29,13,0,
13-08-2017,25,20,15,86,61,41,1018,1016,1014,16,16,16,24,6,0,
14-08-2017,29,24,18,75,58,37,1014,1011,1008,16,16,16,24,10,0,
15-08-2017,29,24,20,90,71,53,1015,1012,1009,16,16,11,26,13,0,
16-08-2017,33,27,21,88,70,38,1015,1013,1009,16,16,8,21,12,2.79,Rain
17-08-2017,29,26,23,93,73,45,1009,1007,1005,16,15,4,42,23,4.32,Rain
18-08-2017,28,24,19,87,64,37,1012,1010,1007,16,16,16,32,17,0,
19-08-2017,28,23,18,84,57,30,1015,1013,1011,16,16,16,23,10,0,
20-08-2017,32,26,19,76,61,48,1017,1015,1015,16,16,16,26,11,1.52,Rain
21-08-2017,31,27,22,94,77,46,1018,1015,1012,16,15,1,47,14,17.53,"Rain , Thunderstorm"
22-08-2017,27,23,18,94,71,30,1015,1012,1009,16,16,13,35,20,1.27,Rain
23-08-2017,26,21,16,72,55,28,1016,1016,1015,16,16,16,32,13,0,
24-08-2017,24,20,15,84,62,38,1021,1019,1016,16,16,16,37,16,0,
25-08-2017,23,17,12,80,57,28,1024,1023,1021,16,16,16,23,9,0,
26-08-2017,26,21,15,72,55,34,1025,1023,1022,16,16,16,23,11,T,Rain
27-08-2017,26,22,18,90,59,40,1021,1019,1016,16,16,13,23,12,3.05,Rain
28-08-2017,26,22,19,90,72,56,1016,1016,1014,16,16,13,23,7,1.02,"Rain , Thunderstorm"
29-08-2017,24,21,17,93,77,58,1017,1016,1015,16,14,8,24,7,T,Rain
30-08-2017,27,22,16,93,68,42,1019,1017,1016,16,15,10,29,9,0,
31-08-2017,23,21,19,84,69,47,1021,1020,1017,16,16,13,35,24,0,
01-09-2017,21,18,14,70,54,34,1022,1021,1019,16,16,16,34,21,0,
02-09-2017,23,17,10,87,62,35,1019,1016,1013,16,15,2,40,7,6.6,Rain
03-09-2017,29,22,14,97,61,22,1016,1014,1012,16,16,16,27,11,0,
04-09-2017,29,24,18,90,61,48,1012,1008,1005,16,16,11,40,20,T,Rain
05-09-2017,22,18,13,77,58,31,1014,1012,1008,16,16,14,42,20,0,
06-09-2017,19,15,10,89,62,35,1017,1015,1014,16,16,16,26,14,T,
07-09-2017,21,17,12,80,57,36,1018,1017,1016,16,16,16,32,13,T,Rain
08-09-2017,22,19,15,73,59,37,1026,1023,1018,16,16,16,27,11,T,Rain
09-09-2017,22,18,14,77,55,34,1030,1028,1026,16,16,16,26,16,0,
10-09-2017,21,17,12,70,56,36,1031,1029,1027,16,16,16,24,13,0,
11-09-2017,23,18,13,77,59,31,1027,1023,1019,16,16,16,21,9,0,
12-09-2017,25,20,14,90,64,27,1019,1014,1010,16,16,14,27,14,0,
13-09-2017,24,21,18,90,80,64,1009,1008,1007,16,14,8,21,9,1.78,Rain
14-09-2017,27,21,15,100,82,46,1013,1012,1009,16,10,0,19,8,0,Fog
15-09-2017,31,24,18,87,60,29,1016,1015,1013,16,16,16,26,14,0,
16-09-2017,31,26,19,87,58,29,1019,1017,1015,16,16,16,27,14,0,
17-09-2017,31,25,19,78,61,33,1019,1016,1015,16,16,16,24,14,0,
18-09-2017,24,20,15,81,64,39,1019,1017,1014,16,16,16,23,13,0,
19-09-2017,26,22,19,100,84,56,1015,1013,1012,16,11,3,23,9,5.84,Rain
20-09-2017,33,26,19,93,65,34,1013,1011,1010,16,15,11,35,15,0,
21-09-2017,35,29,23,82,59,30,1015,1014,1013,16,16,16,23,10,0,
22-09-2017,35,29,24,76,54,29,1017,1016,1015,16,16,16,24,11,0,
23-09-2017,35,29,24,74,56,33,1018,1016,1015,16,16,16,24,9,0,
24-09-2017,33,28,23,73,52,23,1018,1016,1014,16,16,16,24,10,0,
25-09-2017,33,28,22,61,44,22,1015,1014,1012,16,16,16,27,11,0,
26-09-2017,34,28,22,69,50,26,1014,1012,1011,16,16,16,32,16,0,
27-09-2017,23,19,14,76,56,34,1021,1018,1014,16,16,16,32,19,0,
28-09-2017,23,18,12,69,51,23,1023,1021,1019,16,16,16,21,12,0,
29-09-2017,21,18,16,67,51,30,1026,1022,1018,16,16,16,34,20,T,
30-09-2017,19,17,14,67,53,35,1031,1028,1027,16,16,16,29,15,0,
01-10-2017,22,17,11,62,44,20,1026,1023,1019,16,16,16,26,16,0,
02-10-2017,28,23,17,63,44,24,1022,1021,1019,16,16,16,34,18,0,
03-10-2017,26,23,19,93,74,55,1025,1024,1021,16,15,3,29,20,3.05,Rain
04-10-2017,22,19,17,93,77,49,1026,1024,1023,16,15,5,27,14,1.52,Rain
05-10-2017,24,19,13,84,61,37,1023,1020,1017,16,15,4,19,9,0.25,Rain
06-10-2017,22,19,17,97,91,83,1017,1014,1008,16,6,2,23,12,7.37,Rain
07-10-2017,27,22,16,94,75,52,1007,1002,999,16,14,2,60,27,11.68,Rain
08-10-2017,27,20,13,93,63,32,1010,1008,1006,16,16,16,27,11,0,
09-10-2017,28,21,13,87,65,26,1017,1012,1007,16,16,16,26,9,0,
10-10-2017,23,19,15,97,82,64,1021,1018,1014,16,11,2,37,25,25.15,Rain
11-10-2017,17,16,14,97,90,81,1021,1017,1012,16,7,2,42,23,19.56,Rain
12-10-2017,16,15,14,93,84,74,1022,1021,1019,16,15,11,19,10,0,
13-10-2017,23,18,12,97,79,45,1022,1020,1017,16,14,6,23,11,0,
14-10-2017,20,18,17,100,95,65,1020,1015,1009,16,5,1,66,12,21.08,"Fog , Rain , Thunderstorm"
15-10-2017,20,14,9,97,80,49,1025,1013,1004,16,15,4,47,23,7.87,Rain
16-10-2017,17,12,6,89,62,28,1027,1025,1023,16,16,16,26,12,0,
17-10-2017,22,16,9,69,51,24,1023,1022,1020,16,16,16,39,20,0,
18-10-2017,22,16,10,71,50,23,1022,1019,1016,16,16,16,37,20,0,
19-10-2017,21,16,12,80,45,10,1022,1020,1017,16,16,16,24,11,0,
20-10-2017,27,19,12,77,51,24,1022,1020,1017,16,16,14,27,16,0,
21-10-2017,26,21,17,65,57,40,1018,1016,1015,16,16,16,40,22,0,
22-10-2017,22,17,11,100,83,59,1017,1015,1012,16,11,3,45,22,14.48,Rain
23-10-2017,12,11,10,100,92,78,1014,1008,1002,16,13,4,32,16,25.65,Rain
24-10-2017,10,8,6,97,89,68,1009,1004,1000,16,12,8,34,20,13.97,Rain
25-10-2017,12,8,3,82,64,34,1011,1009,1008,16,16,16,26,10,0,
26-10-2017,16,10,4,86,63,36,1012,1008,1002,16,16,16,34,15,0,
27-10-2017,12,8,3,74,66,48,1012,1009,1002,16,16,16,40,26,T,
28-10-2017,4,3,2,93,76,53,1014,1011,1009,16,15,6,34,17,0.25,Rain
29-10-2017,8,4,1,79,58,35,1014,1011,1007,16,16,16,32,13,0,
30-10-2017,11,7,3,80,60,41,1014,1007,1003,16,16,16,48,25,0,
31-10-2017,5,3,2,60,53,39,1023,1020,1015,16,16,16,40,18,T,Snow
01-11-2017,7,5,3,100,80,56,1020,1014,1010,16,11,2,26,13,8.38,Rain
02-11-2017,11,9,7,100,95,86,1019,1014,1010,14,6,2,24,9,2.03,Rain
03-11-2017,10,7,4,86,72,53,1029,1025,1020,16,15,11,29,20,0,
04-11-2017,11,8,6,100,93,65,1024,1015,1011,16,6,1,35,12,11.18,"Fog , Rain , Thunderstorm"
05-11-2017,12,9,7,100,92,66,1015,1009,1007,16,7,0,34,11,0.25,"Fog , Rain"
06-11-2017,7,4,1,76,68,54,1026,1024,1018,16,16,16,29,18,0,
07-11-2017,9,5,1,79,68,49,1028,1027,1025,16,16,14,35,18,0,
08-11-2017,8,3,-2,88,65,42,1029,1026,1023,16,16,16,21,8,0,
09-11-2017,8,2,-6,76,53,26,1032,1024,1019,16,16,16,37,21,0,
10-11-2017,-1,-3,-7,81,58,35,1038,1036,1032,16,15,8,29,13,T,Snow
11-11-2017,4,1,-3,66,57,41,1034,1029,1026,16,16,16,24,13,0,
12-11-2017,5,4,3,97,84,60,1031,1028,1025,16,13,6,16,7,2.54,Rain
13-11-2017,6,3,0,96,84,68,1034,1032,1029,14,10,5,16,9,0,
14-11-2017,10,6,1,96,73,50,1029,1024,1017,16,12,4,27,16,0,
15-11-2017,11,6,1,100,83,56,1017,1011,1007,16,11,2,48,24,5.84,Rain
16-11-2017,4,2,0,79,70,60,1026,1023,1017,16,16,16,32,13,0,
17-11-2017,9,6,2,100,83,58,1024,1011,1002,16,10,2,32,20,13.21,"Rain , Thunderstorm"
18-11-2017,9,6,2,100,89,57,1012,1001,997,16,8,2,47,24,14.73,"Rain , Snow"
19-11-2017,3,1,-1,69,60,34,1020,1017,1012,16,16,16,35,20,0,
20-11-2017,12,6,-1,70,57,33,1018,1012,1006,16,16,16,45,26,0,
21-11-2017,7,3,-2,79,58,37,1024,1013,1005,16,16,16,39,22,1.02,Rain
22-11-2017,2,-2,-5,74,55,30,1030,1027,1023,16,16,16,26,13,0,
23-11-2017,9,4,0,76,55,31,1022,1016,1013,16,16,16,26,14,0,
24-11-2017,17,9,1,76,59,32,1012,1004,998,16,16,16,39,21,0,
25-11-2017,13,8,2,82,59,32,1023,1014,1004,16,16,16,35,18,0,
26-11-2017,9,4,-2,79,59,35,1025,1022,1019,16,16,16,29,12,0,
27-11-2017,14,8,2,83,60,37,1019,1016,1011,16,16,16,35,13,0,
28-11-2017,17,12,8,62,46,31,1023,1015,1012,16,16,16,37,23,T,Rain
29-11-2017,9,6,2,80,56,33,1029,1025,1019,16,16,16,24,11,0,
30-11-2017,13,8,4,62,46,33,1023,1019,1015,16,16,16,35,17,0,
01-12-2017,12,6,-1,80,56,25,1026,1024,1022,16,16,16,16,8,0,
02-12-2017,12,7,2,73,57,29,1022,1021,1019,16,16,14,16,8,0,
03-12-2017,14,7,-1,89,58,23,1024,1021,1015,16,16,16,32,10,0,
04-12-2017,18,13,8,78,58,41,1015,1006,999,16,16,13,58,35,0.25,Rain
05-12-2017,8,3,-2,71,52,26,1017,1012,1003,16,16,16,63,37,0,
06-12-2017,2,-1,-3,67,48,26,1020,1017,1015,16,16,16,42,24,T,Snow
07-12-2017,-2,-4,-7,78,63,32,1024,1021,1019,16,14,2,32,20,T,Snow
08-12-2017,3,-2,-8,62,48,23,1021,1015,1009,16,16,13,34,20,T,Snow
09-12-2017,0,-3,-7,92,73,50,1020,1011,1004,16,12,2,40,21,0.25,Snow
10-12-2017,2,-2,-7,74,65,51,1020,1017,1013,16,16,16,32,17,0,
11-12-2017,4,1,-3,100,76,48,1020,1011,1006,16,12,1,47,15,0.76,Snow
12-12-2017,0,-4,-8,69,57,38,1021,1018,1014,16,16,16,48,23,T,Snow
13-12-2017,3,-1,-6,89,63,37,1014,1002,991,16,15,3,52,25,T,"Rain , Snow"
14-12-2017,-1,-4,-8,78,63,34,1021,1018,1011,16,16,13,35,14,T,Snow
15-12-2017,3,-1,-6,75,61,46,1017,1015,1013,16,16,14,39,19,T,Snow
16-12-2017,9,5,1,89,60,31,1019,1014,1011,16,16,16,29,11,0,
17-12-2017,8,4,0,93,77,41,1019,1017,1016,16,15,11,19,6,0,
18-12-2017,7,6,5,97,87,65,1015,1013,1012,16,11,2,35,20,0.51,Rain
19-12-2017,11,7,3,86,60,22,1020,1015,1011,16,15,11,29,19,0,
20-12-2017,3,1,-1,75,59,34,1022,1021,1020,16,16,16,24,14,0,
21-12-2017,5,3,1,76,62,45,1020,1016,1013,16,16,13,24,15,0,
22-12-2017,5,3,2,86,78,67,1018,1016,1013,14,9,4,26,13,T,
23-12-2017,2,-2,-6,73,61,42,1026,1021,1016,16,15,10,27,16,0,
24-12-2017,-4,-6,-7,92,78,38,1026,1021,1016,16,7,1,29,16,2.03,"Fog , Snow"
25-12-2017,-6,-11,-16,84,64,41,1034,1026,1021,16,15,4,37,24,T,Snow
26-12-2017,-14,-16,-18,66,58,34,1041,1038,1034,16,16,16,26,17,0,
27-12-2017,-13,-16,-19,72,60,32,1044,1043,1041,16,16,16,24,13,0,
28-12-2017,-10,-13,-17,84,71,46,1042,1035,1028,16,9,2,26,11,T,Snow
29-12-2017,-9,-11,-12,84,79,67,1031,1028,1022,16,6,1,24,12,0.51,Snow
30-12-2017,-9,-13,-18,80,63,39,1034,1029,1023,16,14,6,39,20,T,Snow
31-12-2017,-9,-13,-18,72,59,33,1040,1036,1033,16,16,16,29,16,0,
